episode_rewards,episode_items_collected
114.29655142785245,141
202.41749402549476,201
157.36526433907397,157
449.2205627366795,429
205.4707528682294,206
215.84375478272466,217
241.00120988496315,236
104.84129565172147,106
211.5009205862406,212
161.12745253123447,162
149.83930490770297,151
192.43428793534602,192
115.66269364541539,131
141.66610740004427,149
267.718942473942,267
153.49599825610227,154
60.66681760282238,62
437.7294034116993,420
239.37456702396463,236
154.42319668147923,158
188.45322476315692,189
451.18029983001344,430
163.28538738282975,164
382.8236879333413,374
413.2763594179423,397
229.62584668279356,225
159.62654788554605,165
648.3408629730584,557
177.35942796227332,178
149.78675961217317,149
165.97079633640405,167
195.78166426115587,198
322.1661904004872,332
192.29498890754192,193
191.9740676213002,192
159.02681988793722,160
649.8251366962248,561
164.727830524169,165
99.90046566123947,101
139.0,140
151.61605267018166,151
148.8949584142233,148
190.61804554262037,190
254.74895391687446,253
292.51022265840265,288
249.62778831412075,248
230.64216005723227,230
188.10303281456316,188
173.94435701155504,175
143.48337960954348,145
288.9348615367646,289
512.9105728017511,479
389.57949544209356,375
278.26175614941985,277
674.2675632327281,575
238.7263317975278,236
111.19739694563677,114
195.40383714009982,195
513.5852050994765,477
194.74747466018252,194
95.1322008689463,96
512.399869598516,477
623.2408680066477,542
180.11618689123424,179
143.36826457258906,153
155.46509750475155,157
220.79021495913858,220
206.09904882609695,206
175.2541832321923,177
198.07627581734536,202
178.2254082559224,178
206.57416494260383,213
267.17499364983564,263
326.2546767529753,320
116.07760338552305,127
171.53367290620707,172
262.80630896947304,261
706.0535196618381,617
253.8658118625392,255
258.6939787027776,259
323.6471310758345,309
243.4773189522865,242
81.14595732881719,83
186.45082109275805,187
123.88542813581213,129
433.69656122345657,417
154.49247513148737,156
148.47669790988226,147
162.17477203188835,162
178.41911839262733,179
89.80681792349108,94
142.00754566191821,145
152.57016464610066,152
222.32619776524058,220
236.61858289286107,235
484.91590872631923,447
150.87881738769016,158
146.8831258377101,166
213.23254077645697,213
610.1683914560293,531
201.751484504474,201
269.40162219855176,271
246.57354428127374,250
260.82441557785415,255
228.87762032703853,232
164.51607952033234,161
173.77649454523285,175
240.18470538957553,238
245.50040688616264,245
178.3879887654249,178
375.86482462893395,363
208.63976627553367,209
172.64163455207424,171
175.87201978278944,178
185.67985330159877,185
469.0735388779131,421
129.66923715336748,142
195.5797652866307,200
201.19181002108468,198
245.4470496540127,245
176.78804315168253,174
95.37569208099033,114
228.70748099771797,228
174.43831355391637,177
406.59118749462255,385
212.59731905239047,210
168.99160164875192,171
166.7417928080112,168
75.96391121281343,76
125.0,129
268.82824190381757,265
112.78215581919075,131
