episode_rewards,episode_items_collected
618.2970668411375,550
147.61170601142865,149
583.8089235478884,501
89.53392596425823,94
194.10755101225362,195
113.29483072939678,115
125.19609486791879,125
313.3171070158119,309
199.77272326777262,200
119.56037797389271,139
301.75387748676314,291
181.0586748900552,183
248.93032585475362,243
349.8007581056297,335
657.1427426131135,586
381.7478849002356,370
196.10448705176495,193
318.9985373866604,304
125.6297474795761,123
382.36430913922356,372
134.92667611411852,135
162.7040773050877,165
229.03797545413627,227
268.0516684398606,267
236.96593938015943,235
58.033565854814704,58
138.57600029032744,140
289.22321401571855,284
259.63825435432165,255
177.8597946684164,175
262.82688888360315,263
185.01173739520064,183
473.75909804049905,453
184.4611740389636,181
195.91994998609508,193
180.30101317652017,184
156.82552003417072,162
156.8382340803292,155
255.8718556944405,256
206.26176294073773,206
167.79804737521346,169
189.3935402658697,187
130.0390220768134,132
194.27516121632834,196
215.30456448484387,212
354.8868281783183,345
302.98510640537756,299
190.60117508859838,190
138.6853324681165,139
141.99993898471513,144
186.93552354471234,186
154.31758532393314,156
282.42851700040524,279
215.65160454025985,213
211.45244461465668,210
84.38841295302926,87
367.00835076550885,357
256.7577118410916,254
152.75851955741743,168
245.57759770386693,242
192.51196755966035,192
95.42209289656587,96
146.1492753590918,147
84.64304112407791,87
268.13127845290137,270
171.27787346539952,171
162.93272038110825,165
133.35001634577583,147
251.5253766614209,250
189.68721842481867,191
287.64413178080457,284
282.1478171968806,279
304.2322386020875,295
165.57931863219372,166
291.89656108689366,286
147.79469238267495,149
158.420764141809,158
376.01068738919537,361
127.04478940061308,127
271.77386783830804,276
464.75989641456044,441
217.59505984319608,216
630.6546348386232,545
256.4941849541753,253
131.99492471627312,132
201.0404294947894,200
217.12858010997854,213
611.2953486172613,545
545.3848526324566,485
246.95048272919573,241
227.19068986768886,226
308.3801298662293,307
146.8489100741449,146
218.7949794584368,216
76.17795599922313,80
150.66808169426378,149
183.39555288613505,183
263.4155229048245,252
207.8332809032727,206
235.70126521209417,231
131.1843373475753,131
287.5274434708836,287
169.89178778575206,172
206.82760125360085,206
468.72791035936336,421
474.724629432809,440
174.64395824927675,174
156.63173321074524,165
328.8506589434951,324
170.3404023204357,168
222.18909646971346,217
270.135187957646,262
183.06097904453677,181
267.8659323970959,262
142.693659065427,142
56.8406369814532,63
173.83566434272768,175
449.36887331143373,397
279.92327850478915,273
251.69747808186713,249
208.07360605428863,202
97.52918541888873,100
129.81766316236195,131
465.3258527119372,428
258.6956069897161,254
209.93732797388344,213
188.60551270621087,187
656.4151712618155,577
172.1994683820679,173
321.9921808119799,318
80.64317224465493,109
247.06911318600734,244
142.0,144
165.23809006758196,165
206.23206188619872,204
169.16865256338107,167
221.60917225451877,219
293.67800198967535,284
278.8816590316465,277
167.32923252856597,168
185.22075885374662,184
154.89882294960503,154
242.18665906735546,240
354.51687882836194,345
154.61516166606097,155
147.07126317298437,147
213.09423060342408,209
216.55730846581045,216
213.58495285344955,214
201.54963207640967,200
304.4092366172383,302
337.6704242310186,327
85.36895413904432,118
142.23167482669126,146
385.59444992440007,361
296.96775368616665,290
227.81916931716725,226
109.44736028664879,110
155.7636816918905,155
298.1077615904467,290
229.5460055363272,226
71.91679618640507,72
360.5364245113823,352
64.97940147021535,65
194.74811643711803,195
208.23050092934164,206
159.38210110552458,158
495.2353639927451,445
